Date,Close,High,Low,Open,Volume
,ORICONENT.NS,ORICONENT.NS,ORICONENT.NS,ORICONENT.NS,ORICONENT.NS
2025-04-15,40.02000045776367,40.4900016784668,39.7599983215332,40.4900016784668,259776
2025-04-16,40.13999938964844,41.65999984741211,39.970001220703125,40.25,273129
2025-04-17,40.040000915527344,40.56999969482422,40.0,40.4900016784668,184656
2025-04-21,40.0099983215332,40.5,39.86000061035156,40.0099983215332,144967
2025-04-22,39.959999084472656,40.400001525878906,39.5099983215332,40.400001525878906,164334
2025-04-23,40.0099983215332,40.38999938964844,39.95000076293945,39.959999084472656,137960
2025-04-24,40.04999923706055,40.20000076293945,39.79999923706055,40.20000076293945,91726
2025-04-25,40.16999816894531,41.0,39.2400016784668,40.029998779296875,457677
2025-04-28,40.029998779296875,40.209999084472656,39.72999954223633,40.16999816894531,79058
2025-04-29,40.02000045776367,40.5,40.0,40.0,134181
2025-04-30,40.08000183105469,40.400001525878906,39.619998931884766,39.91999816894531,174629
2025-05-02,40.0,40.290000915527344,39.599998474121094,39.599998474121094,84214
2025-05-05,40.16999816894531,40.400001525878906,39.72999954223633,39.72999954223633,140913
2025-05-06,40.02000045776367,40.5,39.5099983215332,40.29999923706055,225174
2025-05-07,39.9900016784668,40.2400016784668,39.619998931884766,39.619998931884766,177590
2025-05-08,40.02000045776367,41.0,40.0,40.150001525878906,223145
2025-05-09,40.0099983215332,40.47999954223633,39.27000045776367,39.5099983215332,214419
2025-05-12,40.0099983215332,40.79999923706055,39.79999923706055,40.79999923706055,163147
2025-05-13,40.0099983215332,40.439998626708984,39.70000076293945,40.38999938964844,70473
2025-05-14,40.029998779296875,40.34000015258789,39.900001525878906,39.900001525878906,85984
2025-05-15,40.0,40.22999954223633,39.790000915527344,40.0,81779
2025-05-16,40.02000045776367,40.290000915527344,39.959999084472656,40.0,99105
2025-05-19,40.06999969482422,40.439998626708984,40.0,40.02000045776367,124539
2025-05-20,40.0,40.349998474121094,40.0,40.349998474121094,76384
2025-05-21,40.040000915527344,40.2400016784668,39.70000076293945,39.779998779296875,81384
2025-05-22,43.630001068115234,43.970001220703125,39.84000015258789,39.849998474121094,1147753
2025-05-23,42.43000030517578,45.20000076293945,42.20000076293945,43.79999923706055,671910
2025-05-26,43.060001373291016,44.29999923706055,42.34000015258789,42.75,357944
2025-05-27,42.25,43.599998474121094,42.099998474121094,42.79999923706055,191728
2025-05-28,41.720001220703125,43.09000015258789,41.20000076293945,42.459999084472656,198683
2025-05-29,40.65999984741211,41.11000061035156,40.0,40.20000076293945,480920
2025-05-30,41.560001373291016,41.75,40.11000061035156,40.459999084472656,291071
2025-06-02,41.47999954223633,42.290000915527344,40.4900016784668,41.7599983215332,120086
2025-06-03,40.47999954223633,41.47999954223633,40.20000076293945,41.47999954223633,91631
2025-06-04,40.70000076293945,41.279998779296875,40.209999084472656,40.279998779296875,124889
2025-06-05,48.84000015258789,48.84000015258789,40.439998626708984,40.599998474121094,3824585
2025-06-06,47.06999969482422,52.349998474121094,47.0,50.29999923706055,4366612
2025-06-09,46.560001373291016,48.25,46.29999923706055,47.09000015258789,773801
2025-06-10,47.099998474121094,47.70000076293945,45.16999816894531,46.779998779296875,666186
2025-06-11,46.040000915527344,47.38999938964844,45.20000076293945,47.099998474121094,459539
2025-06-12,45.65999984741211,47.099998474121094,44.5,45.720001220703125,571185
2025-06-13,45.31999969482422,46.54999923706055,44.220001220703125,44.54999923706055,353067
2025-06-16,46.119998931884766,46.70000076293945,44.61000061035156,45.31999969482422,380325
2025-06-17,45.16999816894531,46.5,45.099998474121094,45.650001525878906,141926
2025-06-18,45.06999969482422,45.66999816894531,44.91999816894531,45.16999816894531,153152
2025-06-19,44.0099983215332,45.29999923706055,42.06999969482422,45.0,418505
2025-06-20,45.04999923706055,45.400001525878906,43.060001373291016,44.0,569832
2025-06-23,45.029998779296875,45.349998474121094,44.20000076293945,44.83000183105469,166006
2025-06-24,45.029998779296875,45.869998931884766,44.349998474121094,45.5,180235
2025-06-25,44.97999954223633,45.59000015258789,44.5,45.2599983215332,189107
2025-06-26,45.02000045776367,45.650001525878906,44.36000061035156,44.599998474121094,146091
2025-06-27,45.0,47.380001068115234,42.54999923706055,45.0,1178167
2025-06-30,45.2599983215332,46.0,43.90999984741211,45.150001525878906,333071
2025-07-01,44.880001068115234,46.20000076293945,44.31999969482422,45.0099983215332,197318
2025-07-02,44.720001220703125,45.36000061035156,44.0,45.0,191637
2025-07-03,44.959999084472656,46.130001068115234,44.25,44.720001220703125,836712
2025-07-04,45.97999954223633,46.380001068115234,44.0,44.900001525878906,697258
2025-07-07,44.95000076293945,46.11000061035156,44.650001525878906,46.11000061035156,144308
2025-07-08,44.959999084472656,45.33000183105469,44.29999923706055,44.63999938964844,124318
2025-07-09,45.529998779296875,46.040000915527344,44.099998474121094,44.5099983215332,405228
2025-07-10,45.04999923706055,45.4900016784668,44.7599983215332,44.849998474121094,116146
2025-07-11,45.029998779296875,47.470001220703125,44.5099983215332,45.0,692083
