Date,Close,High,Low,Open,Volume
,BATAINDIA.NS,BATAINDIA.NS,BATAINDIA.NS,BATAINDIA.NS,BATAINDIA.NS
2025-04-15,1229.800048828125,1255.9000244140625,1227.5,1255.0,124053
2025-04-16,1234.300048828125,1243.4000244140625,1228.5,1232.4000244140625,69240
2025-04-17,1224.5,1244.0,1221.0,1234.0,142466
2025-04-21,1203.199951171875,1232.5,1200.0999755859375,1225.0,327255
2025-04-22,1227.0,1233.4000244140625,1206.0999755859375,1209.199951171875,244250
2025-04-23,1231.800048828125,1235.0,1216.0999755859375,1234.800048828125,123622
2025-04-24,1224.800048828125,1237.5999755859375,1217.9000244140625,1232.5,123479
2025-04-25,1210.800048828125,1232.300048828125,1207.0,1225.0,90065
2025-04-28,1219.5,1226.0999755859375,1204.5,1212.9000244140625,102209
2025-04-29,1211.699951171875,1229.0,1210.0,1226.0,74759
2025-04-30,1208.4000244140625,1215.0,1199.5999755859375,1214.800048828125,146934
2025-05-02,1196.800048828125,1218.800048828125,1190.0999755859375,1210.9000244140625,185072
2025-05-05,1206.199951171875,1209.5999755859375,1200.9000244140625,1200.9000244140625,39893
2025-05-06,1207.0,1220.0,1202.5,1210.0,84133
2025-05-07,1212.699951171875,1215.0,1194.699951171875,1198.5,68136
2025-05-08,1203.0999755859375,1230.0999755859375,1200.0,1211.0,175372
2025-05-09,1195.800048828125,1200.0,1185.0,1190.0,51791
2025-05-12,1214.9000244140625,1227.0,1202.800048828125,1226.0,117413
2025-05-13,1202.800048828125,1234.699951171875,1200.0,1219.0,256341
2025-05-14,1210.4000244140625,1218.0,1202.0,1210.0,233326
2025-05-15,1236.0,1239.0,1206.5,1212.0,204930
2025-05-16,1248.5,1278.9000244140625,1240.0,1240.0,166535
2025-05-19,1244.800048828125,1259.0,1240.300048828125,1258.5,114834
2025-05-20,1215.9000244140625,1253.0,1211.5999755859375,1244.800048828125,112488
2025-05-21,1258.5999755859375,1263.699951171875,1212.800048828125,1219.0,251868
2025-05-22,1261.0,1264.9000244140625,1242.5,1252.5,438276
2025-05-23,1275.699951171875,1278.0,1257.5,1262.0,141231
2025-05-26,1285.0999755859375,1300.699951171875,1273.300048828125,1275.699951171875,161428
2025-05-27,1278.699951171875,1290.0,1266.5999755859375,1290.0,73024
2025-05-28,1276.800048828125,1281.9000244140625,1260.0999755859375,1279.9000244140625,101887
2025-05-29,1259.4000244140625,1294.199951171875,1246.5999755859375,1260.0,277303
2025-05-30,1263.800048828125,1267.0,1251.0999755859375,1259.4000244140625,286925
2025-06-02,1261.0999755859375,1272.9000244140625,1251.300048828125,1263.800048828125,75922
2025-06-03,1228.199951171875,1263.300048828125,1226.0,1260.199951171875,133364
2025-06-04,1222.5999755859375,1237.5,1220.300048828125,1233.9000244140625,79568
2025-06-05,1210.199951171875,1231.0999755859375,1200.0,1222.5999755859375,200790
2025-06-06,1218.9000244140625,1222.0999755859375,1208.9000244140625,1210.5,77202
2025-06-09,1218.800048828125,1230.5999755859375,1217.5,1228.9000244140625,136643
2025-06-10,1220.0999755859375,1224.0,1216.5,1221.9000244140625,70957
2025-06-11,1220.199951171875,1226.0,1213.300048828125,1226.0,102373
2025-06-12,1214.0999755859375,1231.9000244140625,1210.800048828125,1220.199951171875,98032
2025-06-13,1214.0999755859375,1220.0999755859375,1205.0,1206.0,58602
2025-06-16,1216.800048828125,1219.9000244140625,1203.300048828125,1215.9000244140625,52912
2025-06-17,1218.4000244140625,1226.5999755859375,1212.300048828125,1217.0,58384
2025-06-18,1210.4000244140625,1222.0999755859375,1207.0999755859375,1218.4000244140625,40915
2025-06-19,1203.4000244140625,1215.800048828125,1201.0,1213.0,34659
2025-06-20,1199.5,1209.800048828125,1196.0999755859375,1206.0,67016
2025-06-23,1197.0999755859375,1212.9000244140625,1193.5,1195.0,65106
2025-06-24,1201.699951171875,1209.0,1199.199951171875,1206.199951171875,63380
2025-06-25,1215.0,1220.0,1202.5999755859375,1207.800048828125,62381
2025-06-26,1223.0999755859375,1224.9000244140625,1205.199951171875,1218.800048828125,108979
2025-06-27,1231.199951171875,1234.800048828125,1219.5,1226.5,87493
2025-06-30,1221.199951171875,1243.5,1218.0,1236.0,139106
2025-07-01,1232.0,1235.0,1220.0,1221.9000244140625,62902
2025-07-02,1229.4000244140625,1236.9000244140625,1223.199951171875,1235.0,60087
2025-07-03,1231.0999755859375,1245.0,1227.0,1234.0,104015
2025-07-04,1238.800048828125,1243.199951171875,1232.300048828125,1233.0,64545
2025-07-07,1228.300048828125,1251.300048828125,1219.9000244140625,1239.0999755859375,182323
2025-07-08,1244.9000244140625,1275.0,1233.0999755859375,1235.0,541704
2025-07-09,1265.199951171875,1268.5,1238.4000244140625,1250.9000244140625,169237
2025-07-10,1264.0999755859375,1284.9000244140625,1253.5,1269.5,149130
2025-07-11,1239.0999755859375,1263.9000244140625,1232.5999755859375,1263.9000244140625,84786
