Date,Close,High,Low,Open,Volume
,BAJAJHCARE.NS,BAJAJHCARE.NS,BAJAJHCARE.NS,BAJAJHCARE.NS,BAJAJHCARE.NS
2025-04-15,621.4500122070312,624.4000244140625,582.5499877929688,596.9500122070312,309559
2025-04-16,621.9000244140625,638.4500122070312,617.0999755859375,622.75,188012
2025-04-17,622.1500244140625,634.9500122070312,614.75,623.9500122070312,166563
2025-04-21,620.4000244140625,627.9500122070312,614.0499877929688,624.9500122070312,123822
2025-04-22,613.5,632.8499755859375,609.7999877929688,621.9000244140625,152328
2025-04-23,624.6500244140625,636.8499755859375,605.5999755859375,619.9500122070312,253452
2025-04-24,622.2999877929688,642.7999877929688,618.9500122070312,627.9000244140625,206242
2025-04-25,591.5999755859375,626.25,585.0,620.0999755859375,224726
2025-04-28,575.0999755859375,590.9500122070312,572.25,575.0,196896
2025-04-29,554.0,584.9000244140625,547.0,578.0,274400
2025-04-30,521.0999755859375,553.9500122070312,514.8499755859375,546.3499755859375,613630
2025-05-02,514.7000122070312,536.0999755859375,504.0,521.0999755859375,320369
2025-05-05,521.0499877929688,529.9000244140625,512.0499877929688,517.0499877929688,211828
2025-05-06,512.25,530.3499755859375,502.3999938964844,525.25,355664
2025-05-07,527.2000122070312,533.0999755859375,502.5,507.5,328709
2025-05-08,530.0499877929688,561.25,525.0999755859375,534.7000122070312,564424
2025-05-09,518.7000122070312,529.9000244140625,510.1000061035156,510.1000061035156,193351
2025-05-12,552.0999755859375,563.7000122070312,534.2000122070312,536.0,299818
2025-05-13,553.7999877929688,563.7000122070312,547.0999755859375,551.0,208352
2025-05-14,551.0,566.9500122070312,546.7000122070312,558.4500122070312,186361
2025-05-15,558.6500244140625,563.0,551.25,552.0,149496
2025-05-16,555.0499877929688,566.7999877929688,553.0,566.0,111353
2025-05-19,568.9000244140625,591.0,550.5499877929688,554.2999877929688,428578
2025-05-20,571.5999755859375,582.5,565.25,574.4500122070312,159028
2025-05-21,562.0499877929688,579.0999755859375,560.0,571.0,226009
2025-05-22,568.2000122070312,571.0,552.0,568.9000244140625,129279
2025-05-23,579.1500244140625,582.4000244140625,566.8499755859375,568.2000122070312,198452
2025-05-26,602.7999877929688,608.9000244140625,587.0,587.0,357714
2025-05-27,561.0499877929688,569.0,549.4000244140625,564.4500122070312,829034
2025-05-28,556.8499755859375,565.9000244140625,554.0,561.0499877929688,209858
2025-05-29,544.75,559.0,542.5999755859375,559.0,137067
2025-05-30,539.7000122070312,553.7999877929688,538.0499877929688,545.5,102457
2025-06-02,534.2000122070312,544.6500244140625,532.25,543.2000122070312,82681
2025-06-03,526.0499877929688,540.0,524.6500244140625,537.7999877929688,94158
2025-06-04,528.4000244140625,532.75,525.1500244140625,526.5,77306
2025-06-05,538.0,540.0,531.0,531.0,123932
2025-06-06,526.7999877929688,537.7999877929688,524.5999755859375,536.0,108993
2025-06-09,531.5999755859375,544.5999755859375,528.2000122070312,538.0,85194
2025-06-10,529.8499755859375,540.0,528.0,538.9500122070312,85043
2025-06-11,523.2000122070312,536.1500244140625,521.9000244140625,530.4000244140625,76453
2025-06-12,526.4500122070312,533.0999755859375,521.0,528.4000244140625,75805
2025-06-13,516.2999877929688,523.0499877929688,514.2999877929688,515.0,80227
2025-06-16,515.5,520.0,505.0,513.2000122070312,116773
2025-06-17,532.8499755859375,538.9500122070312,514.7999877929688,514.8499755859375,132773
2025-06-18,529.5999755859375,542.0,526.0,540.25,112408
2025-06-19,521.7000122070312,533.4500122070312,517.0,530.0,60063
2025-06-20,532.3499755859375,536.5,519.0499877929688,524.5,78455
2025-06-23,524.0999755859375,530.7000122070312,521.9000244140625,525.0,52440
2025-06-24,528.5999755859375,542.0,525.2999877929688,533.0,87860
2025-06-25,531.0,537.8499755859375,529.0,533.7999877929688,63911
2025-06-26,523.5499877929688,533.2000122070312,521.9500122070312,530.0999755859375,54791
2025-06-27,519.5,527.3499755859375,517.0,524.0999755859375,63538
2025-06-30,503.8999938964844,516.0,502.0,512.0499877929688,289448
2025-07-01,482.25,502.0,480.0,500.0,520636
2025-07-02,470.04998779296875,487.0,467.1499938964844,484.6499938964844,195544
2025-07-03,485.3999938964844,490.29998779296875,469.3500061035156,472.3500061035156,277007
2025-07-04,478.54998779296875,492.70001220703125,476.1000061035156,490.25,161714
2025-07-07,471.20001220703125,488.20001220703125,470.0,478.54998779296875,92906
2025-07-08,466.6000061035156,478.79998779296875,465.0,471.20001220703125,111066
2025-07-09,484.1499938964844,488.0,468.3999938964844,469.1000061035156,234249
2025-07-10,485.6499938964844,488.79998779296875,483.04998779296875,488.3999938964844,82052
2025-07-11,478.54998779296875,492.3999938964844,474.25,485.79998779296875,71815
