Date,Close,Real,Prediction
2025-06-25,1467.300048828125,2,0
2025-06-26,1495.300048828125,2,0
2025-06-27,1515.4000244140625,0,0
2025-06-30,1500.5999755859375,2,2
2025-07-01,1528.4000244140625,0,0
2025-07-02,1518.800048828125,0,2
2025-07-03,1517.800048828125,2,2
2025-07-04,1527.300048828125,2,0
2025-07-07,1541.5,0,0
2025-07-08,1537.5999755859375,0,0
2025-07-09,1519.0,0,0
2025-07-10,1517.199951171875,0,0
