Date,Close,High,Low,Open,Volume,RSI_14,MACD,MACD_signal,MACD_diff,SMA_20,SMA_50,EMA_20,EMA_50
2022-09-21,68.6365737915039,71.07801055908203,68.26805877685547,71.07801055908203,106633.0,51.01720436558865,1.1445839816717296,1.4029850808561921,-0.2584010991844625,68.68954696655274,66.27621185302735,68.80603773377518,67.00037430403445
2022-09-22,70.84768676757812,72.13749694824219,67.80740356445312,68.31411743164062,463738.0,56.08073259918189,1.1700770360963872,1.3564034719042313,-0.18632643580784403,68.9843620300293,66.41440635681153,69.00048049889926,67.15124930260478
2022-09-23,67.34675598144531,70.75555419921875,66.6097183227539,70.66342163085938,222949.0,47.67694015677221,0.897439485699465,1.2646106746632781,-0.3671711889638132,69.13176918029785,66.4917951965332,68.84298292580841,67.15891623118677
2022-09-26,64.95138549804688,67.8995361328125,64.44467163085938,66.79398345947266,209375.0,42.93607274339096,0.48252365140571385,1.1081932700117654,-0.6256696186060515,69.14328536987304,66.49824417114257,68.47235459935493,67.07234639851461
2022-09-27,65.45809936523438,66.42546081542969,62.0493049621582,65.41204071044922,299638.0,44.200103402930154,0.19236991706053175,0.9250285994215187,-0.732658682360987,69.15480155944825,66.54799415588379,68.18528267229583,67.00904259328793
2022-09-28,64.62893676757812,68.45231628417969,64.03009033203125,65.45809936523438,216395.0,42.53955886029096,-0.10329478193530406,0.7193639231501542,-0.8226587050854582,69.02812347412109,66.57931823730469,67.84658306232271,66.91570510992676
2022-09-29,64.90532684326172,66.51759338378906,64.53680419921875,65.59629821777344,101006.0,43.30417897341004,-0.31171555394948314,0.5131480277302267,-0.8248635816797099,68.98666534423828,66.59866554260253,67.56646342241214,66.83686674652813
2022-09-30,65.45809936523438,66.05694580078125,64.76712799072266,65.82662200927734,75837.0,44.88384175287449,-0.427360053872178,0.3250464114097458,-0.7524064652819238,69.01891059875489,66.61340629577637,67.36566684553807,66.78279743745779
2022-10-03,64.21434783935547,66.79398345947266,63.56944274902344,66.79398345947266,127234.0,42.04525488272206,-0.6123111649487072,0.13757489613805518,-0.7498860610867624,68.98205871582032,66.60235069274903,67.06554122590163,66.68207392380671
2022-10-04,65.78055572509766,68.6365737915039,64.49073791503906,66.28726959228516,193128.0,46.62314740136121,-0.6252983161893582,-0.014999746327427482,-0.6102985698619307,68.66421165466309,66.61801277160644,66.94316165439649,66.64672026895538
