Date,Close,High,Low,Open,Volume,RSI_14,MACD,MACD_signal,MACD_diff,SMA_20,SMA_50,EMA_20,EMA_50
2022-09-21,288.20001220703125,297.79998779296875,286.0,296.45001220703125,267594.0,62.7072214028937,9.64539577964058,8.48401498559051,1.1613807940500696,273.6625,257.3390002441406,275.6344603885831,263.3619887527231
2022-09-22,289.3500061035156,292.0,283.79998779296875,285.1000061035156,197639.0,63.34963393223465,9.541509331811028,8.695513854834616,0.8459954769764124,275.7875,258.17100036621093,276.94070283762426,264.3811266880483
2022-09-23,278.54998779296875,292.1000061035156,276.54998779296875,290.8999938964844,267171.0,53.95030581582134,8.489841744415912,8.654379432750876,-0.1645376883349634,277.16999969482424,258.82700012207033,277.0939680714666,264.936768300006
2022-09-26,263.20001220703125,277.0,260.20001220703125,276.0,412085.0,43.9656316215002,6.3446358472148745,8.192430715643676,-1.8477948684288013,277.6475006103516,259.2370004272461,275.7707341796156,264.8686602179286
2022-09-27,258.79998779296875,269.1499938964844,256.3999938964844,263.70001220703125,240362.0,41.58957621847052,4.240616335212337,7.402067839557408,-3.161451504345071,278.1,259.5530001831055,274.1544726189826,264.6306730640086
2022-09-28,255.25,260.8500061035156,255.0,255.0,133858.0,39.72424747740357,2.2606519781049315,6.373784667266913,-4.113132689161982,277.63500061035154,259.93100006103515,272.35404665527,264.2628035320867
2022-09-29,256.5,261.6000061035156,253.6499938964844,257.6499938964844,162610.0,40.73223983249138,0.7833505361763287,5.255697841048797,-4.472347304872469,277.05,260.19899993896485,270.8441374500062,263.9583798641617
2022-09-30,255.25,259.29998779296875,250.6999969482422,258.6000061035156,267153.0,40.01165389242421,-0.4827215398210001,4.108013964874838,-4.5907355046958385,276.3324996948242,260.41699981689453,269.35898150238654,263.6168747714495
2022-10-03,250.8000030517578,256.6000061035156,250.0,255.25,182498.0,37.47027863226092,-1.8241427628716451,2.921582619325542,-4.745725382197187,274.8825004577637,260.5569998168945,267.5914597451838,263.11425235106947
2022-10-04,255.8999938964844,259.0,252.6499938964844,255.0,139248.0,42.01582549748789,-2.447488978356205,1.8477682997891924,-4.295257278145398,273.6049995422363,260.77399963378906,266.4779868072124,262.8313402548112
2022-10-06,267.0,272.0,255.1000061035156,258.0,318545.0,50.45729184617598,-2.0225034582605304,1.073713948179248,-3.096217406439778,272.94749984741213,261.0039996337891,266.52770234938265,262.99481710756373
2022-10-07,278.3999938964844,281.0,268.75,269.0,435644.0,57.32821797508978,-0.7570878999673027,0.7075535785499378,-1.4646414785172406,272.8525001525879,261.63299957275393,267.6583967824399,263.5989416875214
2022-10-10,272.79998779296875,277.8999938964844,269.04998779296875,273.04998779296875,197879.0,53.40967985275045,-0.20376180528904797,0.5252905017821408,-0.7290523070711887,272.58749923706057,262.2509994506836,268.148072116776,263.95976702498996
2022-10-11,265.3999938964844,274.3999938964844,263.0,271.45001220703125,102418.0,48.67501470007467,-0.35823504131155914,0.34858539316340076,-0.7068204344749599,271.94499893188475,262.7429992675781,267.88635038151017,264.01624651014663
2022-10-12,264.54998779296875,267.20001220703125,259.0,264.04998779296875,142101.0,48.147038626994394,-0.5429853850134236,0.1702712375280359,-0.7132566225414596,271.3474983215332,263.22499908447264,267.56860156355384,264.0371775408455
2022-10-13,261.8999938964844,266.3500061035156,260.20001220703125,263.0,61636.0,46.45523359921202,-0.8929404621630397,-0.04237110241017922,-0.8505693597528605,270.664998626709,263.6419989013672,267.02873416669007,263.95336641753727
2022-10-14,261.3999938964844,268.0,260.0,265.0,98056.0,46.12590048356091,-1.196831870617416,-0.27326325605162655,-0.9235686145657893,269.4599983215332,264.0089987182617,266.49266366476576,263.8532341618097
2022-10-17,257.25,263.8999938964844,256.0,260.0,156918.0,43.377217929742685,-1.7523379644751458,-0.5690781977363304,-1.1832597667388154,268.5324989318848,264.14899871826174,265.61240998240714,263.5942838025231
2022-10-18,260.45001220703125,266.25,258.95001220703125,261.0,159970.0,46.04704905594969,-1.9123222441221515,-0.8377270070134947,-1.0745952371086567,266.86999893188477,264.42299896240235,265.12075305141894,263.4709790340724
2022-10-19,269.3500061035156,270.5,260.79998779296875,261.70001220703125,148542.0,52.72370206406728,-1.30590218379416,-0.9313620423696278,-0.3745401414245322,265.514998626709,264.75199920654296,265.5235390563805,263.70152911522706
