Date,Close,High,Low,Open,Volume,RSI_14,MACD,MACD_signal,MACD_diff,SMA_20,SMA_50,EMA_20,EMA_50
2025-06-25,1277.800048828125,1305.9000244140625,1265.300048828125,1267.0,192013.0,62.260841517510684,34.436035517912615,37.508417759037535,-3.07238224112492,1232.2599975585938,1146.0580004882813,1231.1897311445846,1167.461532839603
2025-06-26,1269.699951171875,1291.0999755859375,1263.699951171875,1289.300048828125,93690.0,60.390033925370695,33.41235198468985,36.689204604168,-3.2768526194781487,1236.9599975585938,1151.0539990234374,1234.8573711471838,1171.4708825781236
2025-06-27,1257.5999755859375,1292.300048828125,1248.199951171875,1279.300048828125,536120.0,57.605472496187566,31.264312964800183,35.60422627629443,-4.33991331149425,1240.3299987792968,1155.6839990234375,1237.0233334746843,1174.848494068626
2025-06-30,1290.800048828125,1294.0,1256.199951171875,1260.0,174201.0,62.689025467178936,31.87352683503468,34.85808638804249,-2.9845595530078057,1245.1600036621094,1160.9239990234375,1242.144925413107,1179.3956138631163
2025-07-01,1283.0999755859375,1304.800048828125,1278.4000244140625,1299.0,118144.0,60.866081193622925,31.373349217351233,34.16113895390424,-2.787789736553009,1251.4700012207031,1165.1759985351562,1246.0454063819482,1183.4624515777368
2025-07-02,1268.5,1294.800048828125,1257.0,1294.300048828125,110037.0,57.45455806932591,29.459270704135633,33.22076530395052,-3.7614945998148883,1257.1350036621093,1168.3899975585937,1248.183939107477,1186.7972573982179
2025-07-03,1285.5999755859375,1291.0999755859375,1258.0,1265.0,98829.0,60.26378920625072,28.988018973239377,32.374216037808296,-3.3861970645689183,1262.6400024414063,1171.39599609375,1251.7473711530447,1190.6718737977362
2025-07-04,1290.0,1294.9000244140625,1280.300048828125,1294.9000244140625,57437.0,60.97777689145914,28.63945595815221,31.62726402187708,-2.98780806372487,1265.945001220703,1174.7179956054688,1255.3904786622786,1194.567094433119
2025-07-07,1308.0,1329.0,1278.300048828125,1292.699951171875,338262.0,63.84019122332349,29.475887146238847,31.196988646749436,-1.7211015005105885,1267.6600036621094,1179.3779956054686,1260.4009092658712,1199.015443671036
2025-07-08,1345.800048828125,1349.9000244140625,1304.800048828125,1316.0999755859375,522131.0,68.98528021451048,32.8106916913282,31.51972925566519,1.2909624356630118,1272.1500061035156,1184.6619970703125,1268.5341606527525,1204.7717026968044
2025-07-09,1344.199951171875,1350.199951171875,1328.5999755859375,1345.800048828125,121072.0,68.54069595013331,34.921876160727834,32.20015863667772,2.7217175240501135,1275.6650024414062,1190.0379956054687,1275.7404264164784,1210.239477146807
2025-07-10,1394.4000244140625,1429.0,1345.5,1355.800048828125,2873304.0,74.16584953159021,40.1825322154948,33.796633352441134,6.385898863053669,1282.7050048828125,1197.5399963378907,1287.0413405114864,1217.461459392582
2025-07-11,1394.699951171875,1428.800048828125,1382.199951171875,1405.9000244140625,436541.0,74.19553716931765,43.87013402580169,35.811333487113245,8.058800538688445,1290.9650024414063,1205.2359948730468,1297.2945415267616,1224.4119884819659
